year,mean.jjaso.T,jjaso.Rain_m,Rain_m,mean.annual.T,max.T,sum3yrmamPload,sum3yrspsumPload,TPsedflux.3yr,spsum_Cload_kg,sum3yrspsumCload,sum3yrspsumNload,sum3yrPload,sum3yrNload,sum3yrCload,summer.med.chla,sur.chla.jja.max
1979,14.9762432294809,0.421517101411548,1.09248570685345,6.55117905601713,28.179986572266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,15.0528041725882,0.332129002440051,0.847906404424604,5.67310282400906,29.010003662109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,14.2730214560904,0.462918402211493,1.13053780330341,6.21473715170591,29.670007324219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,14.4964865046142,0.210855200459104,0.796175903727213,5.51527697348353,28.320001220703,NA,NA,0.167563181946022,75876.9884036297,NA,NA,NA,NA,NA,1.52937422097339,3.47935447689117
1983,15.8450875589841,0.280156902238028,1.2359511074075,6.930614699908,29.779992675781,NA,NA,0.262064265702775,89674.7073811739,NA,NA,NA,NA,NA,1.37496399173837,3.31744634292361
1984,15.2862083373031,0.300194800146011,1.05573140262497,6.35747850399199,28.219995117188,1398.44277733154,2623.99298817325,0.25710939065224,98719.0939382409,264270.789723044,103938.232657272,3808.85146381715,282588.76699318,385968.303470624,1.58654732201604,2.82236335039264
1985,15.1943592867554,0.379248901051236,0.902286503419804,6.10946379225063,27.529992675781,1457.30437610044,2781.28776129506,0.249394196028782,89740.8837709278,278134.685090343,107821.372399984,4235.31757670466,313293.222730548,427734.415625512,1.24774902972545,2.65217286597383
1986,14.1081296160938,0.368358400992103,1.08760010331901,6.14327133183938,28.480035400391,1427.57640872609,2831.30574614077,0.252683636617661,94527.6504613725,282987.628170541,102420.306789879,4325.11365292878,315524.332408203,434846.690180315,1.18785041911425,2.05098755517761
1987,14.5237350112378,0.409402203928912,1.03151140815939,6.33380311159583,29.869989013672,1586.23310426691,3052.73515838008,0.260343041842709,115043.953616307,299312.487848607,123534.322152351,4358.08560157287,330087.57923925,434710.105760258,1.92821360126905,2.70606538620437
1988,15.088972650957,0.377368203434307,0.908049305646419,6.327407687158,30.570001220703,1649.72296908767,3165.95128893579,0.262791839958756,100942.803729205,310514.407806884,125391.883869812,4360.69484780926,330636.061792835,434755.172582706,2.46508180588827,3.21274240958771
1989,14.9350979978153,0.43533800118824,1.06045180232568,5.78222195716438,28.439996337891,1760.1808327479,3229.37922787923,0.254590243272628,101550.18169467,317536.939040182,135807.685978142,4319.6718421141,332967.977957397,432868.087963228,2.29821929651828,3.23843307973796
1990,15.6157514432581,0.471945301253087,1.22820470432202,7.45198475157975,27.749993896484,1580.80279265003,3078.0667695865,0.267562483900582,104589.647730564,307082.633154439,115870.251754056,4155.90609295275,315114.056160319,418849.55762589,2.3177332477935,2.58796121850204
1991,15.2411211277411,0.437734102388902,0.998072004512593,7.3142875001561,29.730004882812,1349.36087675978,2667.91808018018,0.269616316964096,90032.6976836867,296172.52710892,97790.8408885257,3761.5377532452,283354.212478,416702.452908289,1.58520749946838,2.63365101037709
1992,13.7417881001625,0.344847201204335,0.900866804767618,5.73873560993517,26.430047607422,1264.79841424381,2563.60190913912,0.242888662629549,97125.4117215089,291747.757135759,92980.1223987232,3635.05535010902,269139.559058993,417312.615420609,1.2387868585714,2.4521777848725
1993,14.7626718102432,0.298972100748477,0.931485204859899,6.19351680654141,29.209985351562,1231.04555481661,2432.12981118824,0.258547726938481,92991.6061530912,280149.715558287,91143.0064457551,3448.64505174896,251864.734486917,403234.530141969,1.24316420245744,2.29700204314963
1994,15.0514253921302,0.301908801502053,0.986463904500561,6.09879342680286,29.879998779297,1603.23902436973,3118.02112046045,0.258138899898805,103664.84883321,293781.86670781,115408.106155403,4208.58990360836,297042.20767988,413711.992496715,0.964789309768477,1.8047178780372
1995,15.5991902710623,0.485269403659302,1.02103680515065,6.44360037885419,30.650048828125,1609.13023140113,3287.68102082463,0.253124946362486,89930.6450687077,286587.100055009,112932.432294073,4575.66453782912,314764.611346453,408736.853431854,2.40993200512497,3.23346550195578
1996,14.7135189294169,0.479844502363812,1.40819120574368,6.03256767939208,27.339990234375,1785.82943184552,3731.66133043318,0.251198968450929,112517.460758991,306112.954660909,123635.255501817,5273.3566041955,349635.14988018,437504.025112646,1.24123951192454,3.48595062228256
1997,14.5845760314445,0.276147104106,0.932657806365081,5.95947296877732,28.709985351562,1712.88509473372,3735.47110427209,0.241854087806585,110451.635068811,312899.74089651,118653.584469197,5426.65369530796,358779.704668692,450196.314878684,1.71169243525886,3.5120187650117
1998,15.6685526633327,0.318743200634417,1.0309314031625,7.95773506081803,29.029992675781,1798.43524169391,3884.10474739544,0.266240476216976,105719.878555846,328688.974383648,125285.797829312,5625.29943375049,373967.464041262,470484.516774321,1.97212575792838,3.42778537306245
1999,15.5377575695999,0.416809601495501,0.898800402495894,7.38532016308617,30.149987792969,1640.25885728413,3708.08360154533,0.270750994981721,101535.975128043,317707.4887527,117143.176587181,5311.24058373165,366715.713825355,451837.293796655,1.92934538319182,2.76284159978277
2000,14.3412867972521,0.318206401665535,1.0243919049257,6.24384323201771,27.450006103516,1636.00544094955,3629.86056923781,0.246908582836088,98790.7327917961,306046.586475685,120986.734135365,5161.64645000911,371905.233412802,435576.234066262,1.71421211783866,2.85900376807195
2001,15.7673443802004,0.208052500558188,0.704720103628861,7.47093332976373,29.730004882812,1694.37602731576,3539.86415846854,0.267729883284816,99474.9563144398,299801.664234279,131087.545274133,5078.71028495059,379099.608736331,430758.645602363,1.60630490402939,3.34542881611411
2002,16.1997690753885,0.288583401892902,1.03717330488305,7.59847650076106,32.080041503906,1714.19003130169,3338.70584684801,0.266579991441738,94573.4014074735,292839.090513709,132106.162896496,4943.9106676108,378610.007083829,432390.415489322,1.48066591164995,3.21725641808337
2003,15.7507785766105,0.530514102529545,1.20263670717712,6.22697816551079,30.420007324219,1670.52651865689,3121.71734724993,0.268876475018724,101071.122059251,295119.479781164,130271.166480059,4695.72345370299,359956.351929261,437599.068436053,2.62306563659189,2.95605514559825
2004,15.3963988348074,0.410853400769512,1.06784310345237,6.52768538287299,27.570001220703,1671.55066123224,3165.63955982119,0.26309315729231,100457.819474036,296102.342940761,126973.087785549,4591.76474384933,363620.462876593,430076.351372554,2.12373170231686,3.05452208579961
2005,16.5185462682874,0.634755606708335,1.50495751095047,7.14029262772243,29.740014648438,1746.15319381233,3240.21854696314,0.283028174903586,102181.221854632,303710.163387919,126903.680424363,4619.46169239834,345291.300918455,434730.136139759,3.41555464258492,3.72559306155925
2006,15.4294745241077,0.465281302642558,1.37511920852892,8.02500685992233,30.660028076172,1857.02491976975,3788.20439473208,0.270039401431211,139085.541103637,341724.582432305,124986.269979143,5221.20621766513,367193.015175079,476597.319798018,3.39001392791149,4.10448404612452
2007,16.4965812104181,0.370089203823794,0.956036004771857,6.83148096744186,30.480004882812,1765.61330949815,3668.21510460136,0.26652913004574,107002.55663652,348269.319594789,113062.397642543,5127.0369440473,333731.699337819,489631.333606403,2.31711128763035,3.73423905785485
2008,15.3359035667688,0.503921300189526,1.33823780765017,7.10953563128601,30.1,1619.43351668002,3531.81963177873,0.279472740087536,97225.2782659714,343313.376006128,103602.02233311,4937.47099807544,323198.594663613,486727.927630819,2.23221720308618,3.0338934952421
2009,14.739064540708,0.539133901841851,1.13646930557596,6.65553620503175,29.249993896484,1513.39361361181,3083.51700824552,0.26472437210881,104063.287982825,308291.122885316,103069.216668196,4503.48413136937,301619.968458033,455076.203383944,1.47341088565746,2.65260425139708
2010,16.1487395082386,0.448808900378914,1.13755330297067,7.91911334105178,30.149987792969,1467.23027908697,3012.6108570491,0.278085011781094,95048.3787376801,296336.944986477,101964.899506762,4450.81685145401,303655.347487229,440927.450289981,2.57633947643512,3.32927628064142
2011,16.3791253997058,0.600903303433668,1.35487390677725,7.74456494337131,31.149987792969,1617.70504562636,3289.30048187171,0.275155332763011,116459.102514103,315570.769234608,107858.302833013,4611.10142737205,311324.091384292,445704.514918833,2.3298987516218,2.50669512690272
2012,16.3834951716064,0.415468003109679,0.955596907799889,8.46968614712238,29.450006103516,1458.98953956458,3127.20787940892,0.289817083535025,95801.0369830822,307308.518234865,95588.7439543943,4283.64885912002,286584.237261457,425699.451186879,2.28533660612656,3.17240199947234
2013,16.0072013379436,0.359006299922039,1.08678140306984,7.15898775043439,30.780053710938,1434.55276027498,3211.53376820735,0.27334369949966,104718.257580987,316978.397078172,96249.3833715312,4277.98855002486,283464.289482008,431277.830808203,2.8509771730771,3.93037756254168
2014,15.9741015095698,0.534411801506256,1.34342930321549,6.51817249376925,29.070031738281,1347.66985843514,3058.25444858813,0.269210904595444,100994.554746415,301513.849310484,92988.8855190798,4260.81343922544,286333.375614101,426246.459658514,2.42066235024723,3.19527680630734
2015,16.2927200255355,0.398745000568233,0.947524402260264,6.92518037599385,28.820001220703,1423.34423176497,3150.5522156472,0.279663299156294,99854.6012562552,305567.413583657,99048.2847509847,4361.19072952842,294254.126570096,428192.011613831,1.68320272289778,2.90748123903952
2016,16.9967168440987,0.328398300481495,0.883878202579915,7.98680454876542,30.740014648438,NA,2219.27893615913,0.0529026741946145,12386.288321427,213235.444324097,NA,3312.83029729103,225949.780616449,320710.393117177,NA,NA
